Server ID,Server Name,Server Status,Disk Usage (%),CPU Usage (%),Memory Usage (%),Operating System,Number of CPU Cores,RAM Capacity (GB),Network Traffic (Mbps),Disk I/O (IOPS),Server Location,Server Uptime (days),Target
b0df6701-febe-438f-a2f0-70465998459c,Server A,Offline,43.78,21.07,82.96,Ubuntu Server,12,16,88.06,52.69,Data Center,258,1
963a554f-2fe8-4f02-9b35-520d1cea6cc6,Server A,Online,19.47,53.61,85.78,Ubuntu Server,12,64,48.52,62.1,Office,94,1
fdb9cac4-4335-4069-91c2-b37f7a4a1a4d,Server C,Online,85.22,64.66,71.21,Ubuntu Server,12,64,11.6,28.2,Office,213,1
4fccbce5-79bf-4afa-a529-699427722f38,Server A,Offline,92.27,66.9,27.32,Windows Server,6,64,19.42,44.38,Office,185,1
adf28857-66da-474f-ab70-6d7fdb30a267,Server B,Offline,54.97,29.2,55.6,Windows Server,8,8,73.46,86.78,Office,1,0
63117917-ae67-4d18-8163-a064f9808db9,Server B,Offline,42.93,24.56,67.54,Ubuntu Server,8,8,22.43,49.42,Office,221,1
cf9b2bad-33b2-4543-bacc-02413d537b9c,Server A,Offline,39.75,52.39,62.33,Ubuntu Server,8,32,11.62,69.64,Office,312,1
5696bc1b-9461-481c-8c40-326cbc5f8225,Server A,Offline,80.22,39.77,68.49,Ubuntu Server,4,8,88.23,67.07,Data Center,135,0
411ebf25-8a9f-4132-b671-76bec61d34f9,Server B,Online,14.06,16.86,63.88,Linux,8,64,43.42,41.28,Data Center,202,1
34d84fcb-ae0b-4700-a3ae-48d0b2679661,Server A,Offline,80.43,50.83,57.14,Linux,6,32,14.14,92.18,Data Center,78,1
f39a81ea-604e-4f2a-a5e7-c4b0c87e9010,Server A,Online,73.28,41.62,37.9,Linux,12,16,39.87,21.2,Office,337,1
3a3bbbb7-df9e-4040-b330-d6ed41e0dd70,Server B,Offline,27.31,57.64,83.02,Ubuntu Server,16,64,28.84,92.78,Data Center,63,1
d20f2b59-30bd-49ba-9377-88bf356976eb,Server B,Offline,24.51,64.92,24.9,Windows Server,8,8,44.42,61.43,Data Center,152,0
2e4f14e6-e9a7-4ed5-94d4-26fb8e379d95,Server C,Online,46.27,40.94,11.57,Linux,6,64,84.11,32.11,Data Center,296,1
ef6698b0-2657-4197-a98c-1ae71e27e960,Server C,Offline,94.45,80.48,80.55,Windows Server,6,64,17.21,83.38,Office,123,0
8ab0a8a2-f44e-4241-a185-ad8ab266e656,Server A,Offline,53.39,75.55,37.34,Windows Server,12,64,70.14,33.8,Office,271,1
f1b3d162-7d30-488e-836d-ac667f4d4b65,Server C,Online,58.53,62.25,29.56,Windows Server,4,16,28.61,16.61,Data Center,178,0
b735bbb4-fdf6-43ab-9d45-e5a07ea5ba68,Server B,Online,65.88,32.63,80.14,Windows Server,6,8,82.69,79.77,Office,118,0
515c81a5-79ab-463c-a73f-09a7b26de8a9,Server C,Offline,45.27,80.78,19.79,Windows Server,16,64,37.75,92.63,Data Center,188,1
26a72f57-dd76-4102-a189-fc29843e0a46,Server B,Offline,47.44,82.72,69.48,Linux,8,32,17.25,75.47,Office,221,1
25e92352-e15b-40ff-8e52-31919460a9e3,Server C,Offline,71.44,92.3,49.29,Ubuntu Server,8,64,54.79,24.92,Data Center,178,1
38fdbdcf-8c1f-41bf-9668-b9d0c0991c75,Server C,Offline,67.46,49.65,90.81,Linux,12,8,98.01,80.3,Data Center,256,1
ddc22b7f-a7a5-49f1-b2e0-b4ce69c802a1,Server C,Online,16.35,57.68,49.4,Ubuntu Server,12,64,48.02,84.13,Office,287,1
f12b9f7b-6ab6-4ae4-b3bf-a4f4390d7357,Server C,Online,86.72,59.64,73.6,Linux,16,8,41.07,32.78,Office,337,1
c336b466-0dd8-4c5e-ad59-5d4e77632ae5,Server A,Offline,29.59,38.5,61.81,Ubuntu Server,4,8,19.95,26.34,Data Center,91,0
e7884608-51b0-485d-a658-7c343a0ce6b7,Server C,Online,38.41,79.63,52.97,Windows Server,4,16,22.74,77.3,Office,87,0
8a4cfeb4-f87e-4724-a7e9-8466d7e0a292,Server B,Offline,77.94,50.77,46.58,Linux,12,64,83.3,96.94,Data Center,358,1
c808b09a-e021-4151-a229-e79fb38b9908,Server C,Offline,24.29,20.16,63.2,Windows Server,4,64,44.95,45.46,Office,72,0
c8e346a6-6ce9-42b6-a853-954dec5b62a0,Server C,Online,74.47,87.14,57.0,Linux,16,64,66.06,71.26,Data Center,305,1
5fc0768d-2fab-4577-8f7a-63cecaf650f0,Server B,Offline,63.84,55.45,90.68,Ubuntu Server,6,64,22.27,24.76,Data Center,82,1
6b050a02-5728-4faf-af10-b7d63a154b97,Server A,Online,58.43,59.89,23.67,Ubuntu Server,12,8,61.49,32.52,Data Center,321,1
89ea265f-748c-4dc8-9500-982a0135c05e,Server C,Online,22.38,37.8,77.75,Linux,6,32,65.67,92.05,Office,124,1
b5223ae9-aba9-41fd-8c21-e4c010f33575,Server B,Offline,42.34,27.07,33.23,Windows Server,12,64,92.09,59.14,Office,350,1
32672471-94de-441a-bce6-a67a20b168e7,Server B,Offline,84.75,66.0,55.88,Ubuntu Server,6,64,45.52,47.74,Office,215,1
163ff690-9361-4af0-a033-73c2ecbc3f29,Server A,Offline,21.74,91.92,40.43,Linux,4,32,33.09,86.0,Office,70,1
4f681f10-d70f-40fb-b1fc-35fec4042d3a,Server C,Online,29.41,26.36,10.86,Windows Server,16,16,23.21,43.03,Data Center,135,0
d1d38cde-826f-44a7-a211-f3dcfa4eda2d,Server C,Offline,63.66,87.52,17.09,Linux,16,32,62.68,82.67,Data Center,230,1
c31e1216-ce98-43bc-bbd2-b2044898bf8c,Server A,Offline,35.35,16.24,86.53,Ubuntu Server,12,32,53.04,63.64,Data Center,217,1
bd2868eb-e994-46f9-9d73-a151c34bd520,Server C,Offline,66.65,28.36,86.55,Windows Server,4,64,20.76,57.92,Data Center,284,1
8bc34d53-be3d-494e-9a81-15dfbb61540d,Server B,Offline,32.5,67.17,33.38,Windows Server,12,8,70.96,62.5,Data Center,160,0
0a62d5c6-e0bd-4bc1-950b-202ad3c4be36,Server C,Online,45.0,74.45,47.39,Ubuntu Server,16,32,32.95,82.34,Office,334,1
37ff666c-89ce-48ae-902c-e8ff58675840,Server B,Online,25.18,55.77,68.41,Ubuntu Server,8,64,64.01,97.1,Data Center,53,1
41fd0bd5-02a8-49a4-9bb0-7da71124df75,Server B,Online,76.59,57.69,26.72,Linux,8,16,87.77,56.99,Office,263,1
20d97738-9f74-4425-9f3e-629f401876d6,Server C,Online,70.18,45.41,25.44,Ubuntu Server,12,32,46.13,20.37,Office,8,0
d1b95a4a-60fc-4ea6-a227-af48ba6bc57f,Server C,Online,47.5,61.76,11.63,Linux,12,64,45.01,57.94,Data Center,336,1
9b7cf026-74ea-4374-a51b-d846637a1d67,Server C,Offline,60.25,60.21,61.7,Linux,6,8,55.19,16.89,Office,129,0
9b3e1966-7c44-456e-8faa-712f485287d3,Server C,Offline,35.41,14.04,67.61,Ubuntu Server,6,8,15.7,91.18,Data Center,325,1
6b09d5bc-0f9a-42f6-9ac9-a50613904b99,Server C,Offline,89.56,94.36,55.71,Linux,4,64,86.25,15.7,Office,57,1
aaee1c5f-4a74-4f42-b525-d4702718ebf1,Server B,Online,84.02,86.03,73.55,Ubuntu Server,12,16,78.12,15.23,Data Center,158,0
1395533f-c772-4a11-a6b8-426ada3b5afa,Server A,Online,33.18,27.7,47.39,Linux,16,8,72.89,41.1,Office,282,1
0c9bd9a3-1bc6-4ed2-b61c-cea3c842b091,Server C,Offline,47.91,59.78,76.52,Windows Server,6,8,34.78,26.63,Data Center,82,0
b644db22-366b-435c-8acf-02acf93b001a,Server A,Offline,64.51,55.64,45.13,Ubuntu Server,4,64,92.51,56.24,Office,214,1
8ffe8e54-6d4d-467c-8e94-4d0942af0b23,Server C,Online,18.94,60.35,23.42,Ubuntu Server,4,16,20.6,46.91,Data Center,327,1
0c10fb44-6d41-4a9f-83eb-8c4102c70acd,Server A,Online,79.52,13.49,33.87,Ubuntu Server,8,16,14.36,55.0,Office,307,1
0f04ea33-0c47-462b-a708-a29eaad611c6,Server A,Offline,66.42,47.72,50.74,Windows Server,4,8,28.13,68.66,Office,214,1
47ceb13f-0c85-41dd-a3be-e5d1d9b3d5af,Server A,Online,59.65,81.0,85.1,Windows Server,8,16,72.49,44.07,Office,165,1
da03f336-d9e7-4f98-bcea-9d10c387db2f,Server B,Offline,68.43,80.25,49.11,Ubuntu Server,16,8,97.12,63.74,Data Center,168,1
c647c5c5-bebb-4f1a-b4ca-606331a5cba6,Server C,Offline,37.89,19.46,87.42,Ubuntu Server,6,64,94.42,20.78,Data Center,48,1
e4334985-8e48-4026-97f0-9f9a6a4bb152,Server A,Online,29.59,19.8,76.49,Linux,4,32,27.73,38.48,Office,226,1
e21e4b86-4af6-44e6-be45-9034c66096c8,Server B,Online,48.78,67.85,91.9,Linux,4,16,87.89,94.56,Data Center,61,1
faec1109-7c99-441a-ad24-eb026bf6e706,Server C,Offline,31.16,90.92,20.62,Linux,8,8,52.35,64.13,Office,314,1
056d79ad-1f40-4180-99fb-58059833203c,Server B,Online,31.85,77.71,19.54,Linux,16,64,60.92,73.75,Data Center,2,0
4e586897-abed-4e19-8b2a-704cfeeaf5da,Server A,Online,87.28,12.75,24.45,Linux,4,16,54.45,88.74,Data Center,312,1
1aaf401f-a946-4ac6-9e0f-e119d5207093,Server C,Offline,51.5,25.5,93.19,Linux,16,32,98.89,56.43,Data Center,235,1
a8f47759-e000-40a1-a7aa-010c520d8044,Server A,Online,14.23,45.85,17.89,Linux,6,8,58.63,50.5,Office,297,1
8a3dbcd2-a0b4-4f5c-88fe-7dd091df2102,Server C,Online,71.84,26.31,88.34,Linux,6,64,20.03,20.57,Office,9,1
08cd022a-d9f6-4bba-b899-fda222a16609,Server A,Online,44.55,69.5,88.65,Windows Server,8,16,94.36,48.97,Office,155,1
8c0d1084-fda6-4668-88b3-e38565a5167a,Server B,Online,77.26,21.91,64.39,Windows Server,8,16,69.89,13.49,Data Center,14,0
6cbc80b1-5365-4daf-8ea0-d377a422fcaa,Server B,Online,58.9,32.98,13.71,Ubuntu Server,4,32,68.33,17.69,Data Center,35,0
140ccf0c-fd5f-4334-b974-2656819f7a28,Server A,Online,29.23,19.09,41.06,Windows Server,6,8,60.2,87.37,Data Center,160,0
4b48b956-e577-431f-b15c-8dc959df5272,Server C,Online,70.99,80.45,84.04,Linux,12,8,45.72,81.41,Data Center,273,1
caa4c38d-aa41-4433-afe1-e6cc5aad7f22,Server A,Online,63.13,91.56,92.63,Linux,12,32,95.69,92.44,Office,91,1
b7e25ff0-18aa-4bb5-8e63-cc179f57b158,Server B,Offline,28.97,73.16,32.39,Windows Server,6,64,77.74,10.06,Office,300,1
d0f79e45-9daf-429c-a77e-18e694b4d6fd,Server B,Offline,62.69,52.75,58.51,Linux,12,16,73.15,45.96,Data Center,307,1
db2ad8c4-b3d5-427a-923a-3ff18de42033,Server B,Offline,29.2,49.27,21.27,Linux,6,8,54.59,91.65,Office,329,1
587c5c75-06d1-4e7a-ade7-8fa7f4e24a4f,Server C,Online,20.02,32.94,18.01,Linux,12,64,64.18,56.12,Office,163,0
10a93722-2832-44c2-b080-a92d7e665e50,Server A,Offline,54.48,58.18,76.06,Windows Server,16,32,73.98,28.0,Office,152,0
7847fb26-4b76-4858-a3a3-1237cf2c8ed7,Server C,Online,56.93,55.86,63.0,Ubuntu Server,4,32,71.48,41.95,Data Center,103,0
0ddf5325-5ae5-43ce-8546-967a07fadb52,Server A,Offline,60.37,37.53,35.69,Windows Server,16,64,85.33,12.35,Data Center,16,0
42bfa1aa-f5b3-408b-b202-165d28fdd692,Server A,Online,52.79,61.76,47.62,Windows Server,4,32,57.92,53.62,Data Center,1,0
28a54921-c45e-42e8-9245-506b332cb7f6,Server C,Offline,27.95,82.78,59.7,Windows Server,6,16,67.85,42.98,Data Center,297,1
7b312172-6b38-4695-88a1-7a86691ab725,Server A,Offline,73.37,58.32,76.09,Ubuntu Server,8,32,43.18,16.47,Data Center,150,0
f8219110-70f1-4163-9ff7-496ec25981dc,Server B,Online,24.53,28.25,30.03,Ubuntu Server,12,32,26.04,80.27,Data Center,152,0
c6ebd17d-faa0-48a1-9806-b63ab3651e98,Server C,Online,16.48,29.44,46.2,Windows Server,4,16,98.34,16.62,Office,177,1
268666b3-c8a6-451e-a22d-ae8420b9f229,Server B,Offline,59.57,48.97,20.34,Linux,8,64,36.93,78.66,Data Center,210,1
a2df489b-4cad-4502-954a-c9ab02cdba40,Server B,Online,30.65,38.5,81.04,Windows Server,4,32,80.43,88.05,Office,244,1
3021c391-a9b2-4ded-9ec6-8b0f5f985440,Server C,Offline,56.94,26.14,53.89,Windows Server,8,32,92.54,32.04,Data Center,147,1
fbda74ac-c935-439e-9fd8-2b36641b13bc,Server A,Offline,64.88,12.13,14.82,Linux,6,16,13.51,87.25,Data Center,113,0
a2af04af-17b1-4db9-8248-56cdba8bf1df,Server A,Offline,22.07,10.76,42.51,Linux,12,16,87.55,43.14,Office,107,0
3aa99ae7-734e-4e29-a902-12548288bab7,Server A,Online,80.51,46.34,78.35,Linux,16,64,36.96,30.59,Office,318,1
a300ac54-793e-46e6-ba89-22a22a9e5b63,Server A,Online,33.92,80.95,74.42,Ubuntu Server,6,8,79.95,98.19,Data Center,225,1
797b7bff-53fc-4b83-a43f-5fc545557810,Server B,Offline,79.26,22.99,39.81,Ubuntu Server,16,64,34.57,23.39,Data Center,74,0
44a6b028-c261-4766-8481-5be27d2c9782,Server A,Online,60.85,51.51,13.29,Windows Server,4,32,26.34,15.5,Data Center,338,1
dc804415-b3cd-4879-8dad-d2ef44f61a92,Server A,Offline,50.6,19.1,12.48,Ubuntu Server,16,16,40.76,95.34,Office,78,1
48496f55-e351-41d1-900a-b5708fa31a78,Server A,Online,92.95,13.17,27.45,Ubuntu Server,8,64,32.38,49.72,Data Center,240,1
0c344f32-c280-4cbb-8278-fd961cc365c7,Server C,Offline,36.61,28.54,23.68,Windows Server,16,8,75.79,64.55,Office,35,0
73bef08f-03b6-4fb7-a19d-acb208d6ddc1,Server B,Offline,34.71,36.32,74.25,Ubuntu Server,6,16,27.33,94.02,Data Center,208,1
35137715-e819-4543-a7c7-26f11ff742a2,Server A,Online,64.19,33.56,82.41,Linux,8,64,95.34,38.04,Office,306,1
76e8722d-10b7-42ca-9996-a6722dc6e2b3,Server A,Online,20.43,88.8,48.73,Ubuntu Server,4,64,58.8,12.23,Data Center,348,1
c9688b1e-97f1-47c9-903e-9f64cd204024,Server C,Offline,65.46,46.55,39.98,Linux,12,64,38.3,93.28,Office,179,1
c8d22651-4d5f-476b-8a75-efc69edf9cd6,Server C,Online,79.38,43.3,43.8,Windows Server,4,16,30.9,73.79,Office,267,1
1d32e63e-777f-4bcf-b51e-7d030f4f911f,Server C,Offline,35.57,44.45,30.2,Windows Server,4,64,70.99,12.16,Data Center,65,0
acb8a357-468e-496e-9776-c109bc0081fe,Server B,Offline,38.43,62.06,15.52,Ubuntu Server,8,8,34.47,68.18,Data Center,266,1
1e529033-f85c-4769-bb34-d44352c60876,Server A,Offline,28.29,33.16,41.78,Windows Server,12,32,33.8,48.9,Office,192,1
65a0f0bf-f5d7-4db3-8a69-d66e2b06663c,Server A,Online,59.24,81.11,67.96,Ubuntu Server,6,8,54.51,70.06,Office,165,0
faaa3825-129e-4132-87f5-ff306957dda2,Server C,Online,72.49,86.75,42.73,Ubuntu Server,6,32,29.71,84.8,Data Center,315,1
c49cf8f6-a4cd-443f-b866-d77961254b0c,Server A,Offline,68.87,15.54,89.67,Ubuntu Server,6,64,57.63,60.17,Office,98,1
265586a6-53f0-4828-97b1-d6d73279488b,Server A,Online,62.0,15.29,69.45,Windows Server,6,32,40.96,39.56,Office,348,1
0a0946c3-b9da-4e6b-9d14-ce91c3305771,Server B,Offline,93.52,10.68,34.49,Linux,12,64,31.94,65.24,Office,349,1
00c9c792-83d9-4b00-ae39-63d34949da43,Server A,Offline,11.69,22.75,76.36,Windows Server,16,8,91.92,72.84,Data Center,118,1
42c7d6b5-2b8a-4224-b14c-f71ec04bbc7b,Server B,Online,17.25,61.17,15.16,Windows Server,16,64,92.54,66.82,Office,133,1
d3b28b92-760d-4f2c-a325-8a7794dddc21,Server B,Online,19.78,30.35,17.71,Windows Server,12,64,73.71,26.45,Data Center,297,1
510b0e0d-c48f-4c8d-a926-de5eb1fb1d3c,Server A,Online,60.36,64.36,69.73,Ubuntu Server,6,32,38.74,14.67,Data Center,272,1
0d1e2f34-b6ed-497b-8e9f-1ca9dd626693,Server B,Online,31.03,22.67,31.24,Windows Server,6,16,61.49,33.16,Data Center,21,0
b6435995-ad27-4769-8901-4b791d20c885,Server C,Offline,35.92,22.85,86.58,Ubuntu Server,16,32,66.94,55.91,Data Center,192,1
2fd6dd58-471e-426e-ab75-d898103b6db4,Server A,Offline,29.99,72.56,58.75,Windows Server,4,16,99.53,86.98,Data Center,221,1
10723b67-774b-4919-81b6-e25e6cff9477,Server A,Offline,58.99,42.55,83.07,Ubuntu Server,6,16,12.4,64.25,Office,104,0
f05b40d6-37c2-4cc5-bca7-a3c81a1aa97d,Server B,Offline,63.04,17.27,36.54,Linux,6,8,78.32,69.81,Office,107,0
5ba6ee48-795a-4085-899a-5e8f4b6d3242,Server B,Offline,19.65,64.67,53.19,Ubuntu Server,8,8,80.91,16.31,Data Center,277,1
a35c0517-d957-42b0-8985-0c975b4dc27d,Server C,Offline,40.24,64.05,79.56,Linux,6,8,46.81,44.23,Data Center,252,1
ab71f8ec-56dd-4a26-a532-3ce21f26acb5,Server A,Online,29.94,14.74,16.01,Windows Server,8,32,24.93,14.0,Office,236,1
f2c36416-ea33-40f5-99fc-434ff98331eb,Server A,Offline,52.53,51.88,78.86,Ubuntu Server,16,32,32.59,50.48,Data Center,207,1
74756046-4794-4f7b-806e-32ff068f8306,Server B,Online,45.35,48.17,27.83,Linux,6,16,88.25,18.9,Office,56,0
0c19495b-a9eb-40ab-89f4-3609fffbad70,Server B,Online,32.04,36.92,55.4,Ubuntu Server,16,8,23.49,86.66,Data Center,138,0
898aeb3b-cfb7-4f77-9b72-7829f63f187f,Server A,Online,31.39,44.57,76.98,Windows Server,4,16,37.31,17.6,Office,365,1
4a5a2b73-23ee-407f-a212-98a730b4d3cd,Server A,Offline,29.72,53.09,69.07,Linux,4,16,74.77,33.65,Data Center,320,1
4c3e839c-a205-4b86-bd3c-40f07ce918d2,Server C,Offline,27.36,86.0,28.2,Ubuntu Server,12,32,99.22,90.24,Office,161,1
ffc1285d-9b0c-4151-8d22-a7fed4a7255a,Server B,Offline,59.22,15.32,29.75,Linux,16,32,63.9,69.24,Data Center,155,0
115ee0cc-f084-4785-af1e-5f91fc739c6e,Server B,Online,81.63,84.17,55.8,Ubuntu Server,12,32,84.73,82.02,Data Center,296,1
e285312c-eac5-47a9-bb41-722b8b516a55,Server B,Offline,17.57,48.58,32.51,Linux,4,64,11.96,88.75,Office,231,1
a5daff75-00e8-4b4e-9a24-a0ad13299d5d,Server A,Online,38.54,38.04,61.0,Ubuntu Server,12,8,96.44,86.93,Office,23,1
23f8888f-e352-4ff1-bd9c-e31ee7a5a18d,Server A,Offline,92.15,58.18,40.51,Ubuntu Server,12,64,21.94,61.88,Office,38,0
fdaa68f3-8091-4c6e-9186-88b195c85313,Server B,Offline,81.68,53.98,61.81,Ubuntu Server,8,32,77.56,52.89,Data Center,197,1
b4687b23-5146-40bb-a72c-d0d95a9619d5,Server C,Offline,60.08,55.57,65.06,Linux,12,64,31.12,53.99,Office,265,1
351be8a2-8c78-4d36-8ada-3cf2582d5b77,Server A,Online,24.22,38.79,12.86,Ubuntu Server,16,64,72.92,90.33,Data Center,242,1
8ea0af77-9116-4ebd-ad02-ae1d26c450e3,Server C,Offline,56.38,55.16,77.78,Ubuntu Server,8,8,70.49,42.59,Data Center,316,1
40b34dbe-e89c-4fb6-a34a-126ba611696d,Server C,Offline,71.64,12.28,27.24,Linux,16,64,26.21,66.2,Office,171,0
66d33aab-d5f0-4051-abd7-170a7093c9cb,Server A,Offline,41.29,32.85,71.64,Windows Server,16,64,67.49,75.79,Office,301,1
22baae33-7a14-4017-a5d5-03a47880569a,Server C,Offline,31.58,26.55,30.53,Ubuntu Server,12,32,72.42,43.02,Data Center,99,0
af647f41-ca86-4291-8356-e650ae6d36c9,Server B,Offline,82.39,51.55,71.75,Windows Server,12,64,96.51,39.2,Data Center,265,1
87212654-e8f8-452a-9aea-9bb47c76f2d6,Server B,Online,88.16,74.88,53.83,Windows Server,12,16,88.82,47.04,Data Center,51,0
3fe28bfa-ecc9-447c-b934-65edd1bec963,Server C,Online,25.46,91.35,20.47,Windows Server,4,16,89.68,14.34,Data Center,254,1
86c77aa3-b55e-413a-a9fe-ae157285e037,Server B,Offline,23.43,73.89,31.95,Windows Server,16,8,13.51,55.5,Office,310,1
edf4e724-9a8e-4b8e-815d-ae69d5234bea,Server C,Online,74.56,50.05,16.41,Linux,6,8,18.07,71.73,Office,172,0
304bf9eb-0908-4fc7-af60-b029fed3deef,Server C,Offline,56.76,13.99,90.8,Windows Server,12,64,98.68,34.67,Office,267,1
2492ae3b-9073-499e-8b55-e5165b752141,Server B,Online,48.05,93.11,14.96,Ubuntu Server,16,64,32.03,28.0,Office,127,1
b9b036fa-4f79-4baa-8be0-2a8f6f212ed4,Server A,Offline,51.19,19.03,40.21,Ubuntu Server,6,64,56.21,86.5,Data Center,117,0
153aa0f0-fc2c-4f81-b47b-9819a5d3b7f3,Server C,Offline,62.26,10.31,75.4,Ubuntu Server,12,32,33.39,56.54,Data Center,135,0
7eb0ffcd-3b91-4f44-9bb2-b561ea118881,Server B,Online,31.07,18.21,11.15,Windows Server,6,16,35.43,59.64,Office,322,1
4b1f71e9-5a9a-4144-9d7f-3225ac12a835,Server C,Online,80.64,74.86,27.68,Linux,16,32,41.45,45.52,Data Center,117,0
fe5680a1-daed-4f4d-a011-35ba109181d6,Server A,Online,76.6,20.83,17.0,Linux,8,8,86.36,41.9,Data Center,18,0
3b4d6f9d-29e3-4379-939a-6fecd2a0703e,Server C,Online,62.2,56.51,51.45,Windows Server,12,64,65.5,17.65,Office,205,1
84067d2e-bbe2-42f0-88ed-e233e9182787,Server B,Offline,26.45,36.69,50.14,Ubuntu Server,16,16,64.02,75.01,Office,309,1
ef29ffaf-a6b9-4728-a9dd-3e3a962c64b9,Server B,Offline,51.79,90.05,89.64,Linux,6,64,41.09,35.6,Data Center,52,1
7550d923-c727-4ea8-be65-478e9b0551b8,Server C,Online,74.26,21.98,20.15,Windows Server,4,32,43.94,63.3,Office,42,0
189b5d22-3016-4c0b-b351-2db1314f332c,Server A,Online,79.15,56.96,60.49,Ubuntu Server,6,64,23.34,74.15,Office,27,0
326f68a1-d0b7-4944-b3a2-64ab19c304e5,Server C,Online,79.62,72.41,26.68,Ubuntu Server,12,32,17.21,22.13,Office,340,1
689ceac5-2308-4e97-a1cc-17ed92239a6d,Server A,Online,10.78,66.47,84.43,Ubuntu Server,16,8,25.45,88.87,Data Center,289,1
6141a69b-bf36-4846-b42b-f22ffe648712,Server B,Offline,80.41,85.13,37.04,Linux,16,8,18.07,91.51,Data Center,208,1
5b32b3af-cc60-4417-8737-8f0f8269cebd,Server A,Offline,18.6,49.38,90.2,Windows Server,12,32,92.13,73.57,Office,142,1
55a1dc60-2f33-4f0d-908c-eabe47f59c38,Server C,Online,94.38,62.37,41.77,Ubuntu Server,4,8,76.27,40.98,Office,217,1
f4153849-9cb5-473c-a40c-cb1d12baff99,Server A,Offline,17.75,45.3,23.25,Ubuntu Server,4,8,67.36,70.63,Office,36,0
1b1c019c-6e7a-4d87-a46e-9e579763c19d,Server B,Online,60.44,34.71,65.75,Windows Server,12,32,11.25,85.65,Data Center,48,0
c7a4865a-8bfd-4817-bf93-c253867efedf,Server B,Online,53.08,38.99,45.91,Linux,6,16,61.92,56.2,Data Center,20,0
9bbd44a2-b593-4da4-a721-4eccdc5b4e2c,Server C,Offline,60.54,64.08,48.9,Windows Server,8,64,73.0,10.01,Office,270,1
d71496ad-a682-4b37-bf1a-68277572878a,Server B,Offline,22.82,30.06,83.94,Windows Server,16,8,24.27,65.69,Data Center,328,1
cd37f1a0-6812-43ba-8b1d-415f396dd073,Server C,Offline,47.73,65.77,28.15,Linux,16,8,99.81,51.61,Data Center,328,1
49247477-64e5-4f77-abf2-a024776613b1,Server C,Online,89.75,86.71,80.23,Linux,16,16,67.37,95.4,Data Center,140,1
f4cf31a1-4420-49bc-9e16-2cd98b53689b,Server B,Online,37.92,19.7,65.29,Ubuntu Server,12,32,50.49,51.4,Data Center,164,0
603bf30a-e9dd-4d3c-95bc-e0ac956c056f,Server B,Offline,74.33,44.6,56.8,Linux,6,16,60.18,93.71,Data Center,30,1
f61372a5-085a-44ab-bbe3-2c628baa9a6f,Server C,Online,57.76,43.77,17.3,Linux,8,32,12.12,46.95,Data Center,339,1
d3e95f4b-671c-4985-9c94-b01c22c55551,Server B,Offline,91.0,56.11,21.2,Windows Server,8,32,22.95,83.04,Office,69,0
55770b45-3a67-4eb6-ad8a-75bb45c65d38,Server C,Offline,79.42,18.18,26.12,Windows Server,12,8,55.24,94.22,Office,269,1
57bff210-52c0-4ca5-b012-fd48f2311ae8,Server C,Offline,65.32,92.77,76.79,Linux,16,8,16.94,32.5,Office,307,1
fd6a5252-0eea-4d36-84bc-abf781d112ad,Server A,Offline,80.52,21.77,46.87,Linux,6,8,48.19,33.88,Data Center,353,1
a05af3d8-26fe-4ed5-b8cb-754e377ecc10,Server C,Offline,77.41,56.77,45.39,Linux,12,8,71.69,34.62,Office,55,0
46f68fb2-c7f0-4730-a62e-a7c1e6f5522b,Server B,Online,18.21,40.43,38.24,Linux,4,8,78.82,38.91,Office,47,0
3b0968e9-4b22-4b9c-889e-d61d0e9050a4,Server A,Online,12.81,26.14,15.8,Linux,4,8,56.69,66.28,Data Center,90,0
2bf00763-f5c8-486d-a561-949163cbb2e1,Server A,Offline,92.88,90.26,21.91,Ubuntu Server,4,8,37.53,96.14,Office,246,1
b39b8099-5cf8-4028-be79-e2503554b4cb,Server C,Online,22.27,88.15,44.19,Ubuntu Server,4,8,38.16,51.41,Office,274,1
399ca404-a73b-49a6-82f9-ba313eeecb5d,Server A,Online,75.87,93.11,37.0,Ubuntu Server,4,8,92.64,48.3,Data Center,194,1
02bbb9cc-4f2b-4e05-a2d0-96deea67bf89,Server B,Online,13.4,82.14,42.74,Linux,12,32,59.89,21.35,Office,164,0
bffef418-41ca-472b-885b-f6e519b91844,Server B,Online,14.07,58.59,78.23,Windows Server,16,32,21.29,58.75,Office,325,1
779273d5-5f7b-4de8-a848-b6adb0f091a2,Server C,Online,57.52,82.42,46.3,Ubuntu Server,8,16,43.9,15.65,Office,207,1
41b1d4c8-293f-4267-92ad-7fc0b7f9163f,Server B,Online,37.68,25.23,73.12,Ubuntu Server,16,64,64.66,87.85,Office,324,1
28add224-5385-47f3-9460-a56bd40b4a4f,Server C,Offline,27.79,34.32,73.56,Ubuntu Server,16,8,53.8,98.4,Office,12,1
d4fd9403-f98e-4bc1-a5ef-0551a25660e7,Server B,Offline,20.26,77.23,51.85,Windows Server,6,64,37.65,19.81,Office,116,0
09623334-f426-4d1d-97d9-6f065113eb1c,Server C,Online,14.03,48.43,12.21,Windows Server,6,64,80.98,38.66,Office,3,0
314781bb-e98d-45ff-beb2-2ed1e91c56bd,Server B,Offline,45.82,44.1,32.02,Linux,16,16,51.52,17.07,Office,80,0
10f2bb86-14a8-460c-8856-2d355b237dfb,Server B,Offline,63.98,76.21,54.32,Ubuntu Server,4,8,44.11,46.53,Data Center,12,0
