Laptop ID,Laptop Model,Laptop Status,Fan Faulty,Disk Usage (%),CPU Usage (%),Memory Usage (%),Manufacturer,Processor Type,Screen Size (inch),Battery Capacity (Wh),Number of USB Ports,Graphics Card,Bluetooth,Wi-Fi,Touch Screen,Weight (kg),Target
9b662599-4c68-4748-a957-cd482f7aa833,Laptop Model C,Active,0,79.32,37.67,39.69,Lenovo,Intel Core i7,15,60,3,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.58,0
3067d63b-6a26-4535-8b06-e42b4d17168f,Laptop Model B,Active,0,88.38,94.14,37.14,Dell,Intel Core i5,15,40,3,Integrated Graphics,No,No,Yes,1.06,1
cd349bfd-6bb4-4ed4-9c75-ea1096a28926,Laptop Model B,Active,0,63.27,32.87,25.32,Asus,AMD Ryzen 7,14,50,3,Integrated Graphics,Yes,Yes,No,1.28,0
9b2e2b38-a207-4175-8672-5147c9bdcfb1,Laptop Model A,Active,0,94.34,79.27,63.27,Dell,AMD Ryzen 7,14,60,2,NVIDIA GeForce GTX 1650,Yes,Yes,No,2.21,1
52954d5c-4750-4440-8bde-f9e6d83e4eac,Laptop Model C,Offline,0,76.64,74.04,87.16,Dell,Intel Core i5,14,40,4,NVIDIA GeForce GTX 1650,No,Yes,No,1.92,0
3286a1b6-3094-4ea5-9d21-5277316af6e9,Laptop Model A,Active,0,82.71,63.72,80.72,Asus,AMD Ryzen 7,15,70,2,NVIDIA GeForce GTX 1650,No,Yes,Yes,2.21,1
28bfee58-80ea-4aac-aa5c-7119fe33e39a,Laptop Model B,Offline,1,82.19,38.18,38.62,Lenovo,Intel Core i7,14,50,3,NVIDIA GeForce GTX 1650,Yes,Yes,No,2.35,1
b656d393-31ad-4017-9588-da34d47cb7b3,Laptop Model B,Offline,1,13.43,80.78,22.75,HP,AMD Ryzen 7,15,70,3,Integrated Graphics,No,Yes,Yes,2.39,1
902d387d-b5d0-4370-b1e6-a9cd01735fef,Laptop Model C,Offline,0,74.83,39.23,66.58,Lenovo,Intel Core i5,17,70,4,NVIDIA GeForce GTX 1650,Yes,No,Yes,1.05,0
cfcd39f4-1d19-41ae-aa64-1909286452ff,Laptop Model B,Offline,0,41.42,70.09,36.53,Asus,Intel Core i7,13,50,3,NVIDIA GeForce GTX 1650,No,Yes,Yes,2.43,0
86d266a4-6ae3-498c-aabb-37b57926e78e,Laptop Model A,Offline,0,70.74,59.25,47.76,HP,AMD Ryzen 7,14,60,4,NVIDIA GeForce GTX 1650,No,No,Yes,2.44,0
3d91a802-1709-4fd8-be9c-4f5b674a6ae5,Laptop Model B,Offline,0,31.27,35.39,32.39,HP,Intel Core i7,17,50,4,Integrated Graphics,Yes,No,No,1.7,0
35b5f698-fc21-48dd-85c7-7a8b0154177e,Laptop Model B,Active,0,17.21,61.1,74.77,Dell,Intel Core i7,15,60,2,NVIDIA GeForce GTX 1650,No,No,Yes,1.59,0
26ac7a35-a30a-4f67-a044-c7dda9f23e11,Laptop Model B,Offline,1,64.72,40.51,71.9,Asus,Intel Core i7,15,60,3,NVIDIA GeForce GTX 1650,No,No,No,1.62,1
b5108af1-6378-41e4-9385-910a0d4c7ef4,Laptop Model A,Offline,0,15.36,53.87,36.39,Dell,AMD Ryzen 7,15,60,2,NVIDIA GeForce GTX 1650,Yes,No,No,2.12,0
5bc36150-c6ad-428b-9cea-8c16aff27b9f,Laptop Model A,Offline,0,50.44,83.65,50.32,Lenovo,AMD Ryzen 7,14,40,2,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.17,1
88321acc-d23d-4171-b4f1-772a003783ef,Laptop Model C,Active,0,19.12,50.53,59.82,Dell,Intel Core i5,15,50,2,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,2.43,0
44a0af36-f039-4902-a61d-d926c28cf099,Laptop Model C,Offline,0,30.54,12.91,15.99,HP,Intel Core i5,13,50,4,NVIDIA GeForce GTX 1650,No,No,Yes,2.31,0
3dde8cce-7a25-4210-a5b0-efa4d1c882d7,Laptop Model A,Offline,0,44.87,33.15,10.04,Lenovo,Intel Core i7,13,50,2,NVIDIA GeForce GTX 1650,No,No,Yes,2.05,0
57d159bf-08cc-4552-92a1-d457be899c33,Laptop Model B,Offline,1,64.38,50.92,39.53,Asus,AMD Ryzen 7,14,60,3,NVIDIA GeForce GTX 1650,Yes,Yes,No,2.03,1
071059ab-57b6-4425-a08a-8a25d68af31d,Laptop Model C,Active,1,25.0,10.69,81.75,Asus,Intel Core i5,13,50,4,NVIDIA GeForce GTX 1650,Yes,No,Yes,2.08,1
af7617b4-ece3-46b2-a970-9896bce322f8,Laptop Model A,Active,0,37.14,64.9,19.56,HP,Intel Core i7,14,60,3,NVIDIA GeForce GTX 1650,Yes,Yes,No,1.84,0
09d16a4c-da48-41e3-9b23-feee8db97f8d,Laptop Model A,Active,1,69.14,43.26,28.48,HP,Intel Core i7,15,70,3,NVIDIA GeForce GTX 1650,Yes,No,Yes,2.1,1
c51a40c1-3bc1-4bdf-a5c2-ed8d206d90f5,Laptop Model B,Active,0,73.42,11.99,41.83,HP,Intel Core i5,14,50,2,NVIDIA GeForce GTX 1650,Yes,No,No,1.1,0
b0e78f24-90c7-466c-9b62-31cf523d4879,Laptop Model C,Active,0,26.41,51.45,93.83,Lenovo,Intel Core i5,14,50,2,Integrated Graphics,No,No,No,1.27,1
a9197849-5c58-455a-b878-29b68f740c99,Laptop Model C,Offline,0,90.35,17.82,18.3,Asus,Intel Core i7,17,70,3,Integrated Graphics,Yes,Yes,Yes,1.94,1
d6280011-c3da-4182-82b7-bfbeb9c5d394,Laptop Model A,Active,1,26.74,53.9,71.65,Lenovo,AMD Ryzen 7,14,70,2,NVIDIA GeForce GTX 1650,No,Yes,No,1.57,1
e44fe7ea-ac36-4e7d-988b-5e02540569b4,Laptop Model C,Active,1,49.99,84.27,76.36,Dell,AMD Ryzen 7,14,70,4,NVIDIA GeForce GTX 1650,No,Yes,No,1.26,1
e133824c-6664-44ab-9477-ef9c6842a58c,Laptop Model A,Offline,0,81.73,92.14,70.81,Asus,AMD Ryzen 7,14,70,3,Integrated Graphics,No,No,No,2.3,1
0fff665c-157a-4c10-99f7-1d0cd31da77b,Laptop Model A,Active,1,30.57,32.95,64.17,Asus,Intel Core i7,17,50,4,Integrated Graphics,No,Yes,No,2.08,1
21eff065-62ec-4a3f-8983-6d5be94768a3,Laptop Model C,Offline,0,91.02,58.39,26.83,Asus,Intel Core i7,14,40,3,Integrated Graphics,No,No,No,1.76,1
05a196f4-e813-4957-9099-e40b0e02bc34,Laptop Model B,Offline,1,87.07,35.72,90.66,Lenovo,AMD Ryzen 7,14,50,4,NVIDIA GeForce GTX 1650,Yes,No,No,2.0,1
63553226-27f1-40d4-99c8-7453c5ae6666,Laptop Model A,Active,1,10.74,89.83,82.25,Dell,Intel Core i5,17,60,2,NVIDIA GeForce GTX 1650,No,Yes,Yes,2.17,1
6c8d6daf-29c7-48d8-906f-bfea53556318,Laptop Model C,Active,0,14.74,40.99,84.6,HP,AMD Ryzen 7,15,50,3,NVIDIA GeForce GTX 1650,Yes,No,Yes,2.36,0
2f063c43-b934-4a6e-8b42-1f9f3d46bb4e,Laptop Model A,Active,0,39.01,40.46,32.97,Lenovo,Intel Core i5,15,40,2,NVIDIA GeForce GTX 1650,Yes,No,No,1.51,0
610ceb46-bf71-4be5-9c05-e5fc5a9e2100,Laptop Model A,Offline,1,73.82,12.13,64.67,Asus,Intel Core i5,13,40,2,Integrated Graphics,No,No,No,1.06,1
0a3c9ba1-c75b-4ef6-8048-9079c1c9a752,Laptop Model C,Active,1,51.38,34.42,59.11,Lenovo,Intel Core i7,14,50,2,NVIDIA GeForce GTX 1650,Yes,No,No,1.29,1
83865187-c9a6-46a9-bfc0-829959f49cd2,Laptop Model C,Offline,1,82.42,40.96,94.58,HP,Intel Core i5,15,50,2,NVIDIA GeForce GTX 1650,Yes,Yes,No,1.16,1
6ac6e73c-ac28-4e60-b6e4-2e344358646e,Laptop Model A,Offline,0,21.52,59.33,23.47,Lenovo,AMD Ryzen 7,14,40,3,NVIDIA GeForce GTX 1650,No,Yes,No,1.42,0
f5429f25-ac66-48aa-b0d5-d03261da692d,Laptop Model A,Offline,1,27.78,26.12,31.82,Asus,AMD Ryzen 7,15,50,2,Integrated Graphics,No,Yes,Yes,2.41,1
5ea842c4-727b-404e-8287-bc8d327c0b3f,Laptop Model B,Active,0,78.84,30.23,18.39,Asus,AMD Ryzen 7,13,40,3,NVIDIA GeForce GTX 1650,Yes,No,No,1.13,0
6ffba7bb-1bb2-4aef-8713-38d6e4fa9128,Laptop Model A,Active,1,68.82,13.53,50.82,Dell,Intel Core i5,17,70,3,Integrated Graphics,Yes,No,No,1.94,1
446b13eb-7ec2-4a42-9923-a3e2b923186d,Laptop Model A,Active,1,41.95,61.34,19.42,Lenovo,Intel Core i7,13,50,4,NVIDIA GeForce GTX 1650,Yes,Yes,No,1.8,1
ee2a85b8-5107-4b61-b2a5-9de4fc10b970,Laptop Model C,Active,0,87.06,67.09,72.37,Asus,AMD Ryzen 7,17,50,2,Integrated Graphics,No,Yes,No,1.64,1
3268618b-a681-4dcd-954b-39039e1df74e,Laptop Model A,Offline,0,61.49,30.04,51.63,Asus,AMD Ryzen 7,14,50,3,Integrated Graphics,Yes,Yes,Yes,1.17,0
0044105a-3fe9-41c5-87f6-374f40e4fe42,Laptop Model C,Active,1,59.87,62.07,92.04,Dell,Intel Core i5,15,50,2,Integrated Graphics,Yes,No,Yes,2.31,1
2f1726fb-a054-440b-8252-f6218775dbb0,Laptop Model C,Active,1,85.42,74.52,40.82,Lenovo,Intel Core i7,17,50,3,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,2.25,1
932feae5-4e7c-46c5-8a4b-2b1fa8396538,Laptop Model A,Active,0,88.94,79.46,46.54,Lenovo,Intel Core i7,14,40,3,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.49,1
f3946c8c-4c1d-44a5-a21a-923604743e4d,Laptop Model B,Offline,1,69.35,40.99,22.7,HP,Intel Core i5,15,50,3,Integrated Graphics,Yes,Yes,No,1.43,1
d195c80a-62c6-4417-ba54-6e27604900f0,Laptop Model C,Active,0,48.69,74.17,65.25,HP,AMD Ryzen 7,14,60,4,Integrated Graphics,Yes,Yes,No,1.03,0
af4c2526-632c-4691-b99f-d7ef19bd4af4,Laptop Model B,Active,1,35.02,30.18,21.06,Dell,AMD Ryzen 7,13,60,2,NVIDIA GeForce GTX 1650,Yes,No,Yes,2.31,1
e94a243c-a372-4fa0-b68a-f0a56276d51a,Laptop Model B,Active,0,90.19,46.51,62.29,Asus,AMD Ryzen 7,14,50,4,NVIDIA GeForce GTX 1650,Yes,No,No,2.04,1
ce77bf6d-834d-43d2-976c-dccab137cf60,Laptop Model A,Offline,0,32.24,66.31,23.97,Asus,Intel Core i7,15,70,3,NVIDIA GeForce GTX 1650,No,Yes,Yes,2.06,0
d9c11718-8086-4ff1-beb2-3ca0b68f8138,Laptop Model A,Active,1,94.58,84.34,70.13,HP,Intel Core i7,14,70,3,NVIDIA GeForce GTX 1650,No,No,No,1.39,1
775c2461-9586-42fb-8952-f224e5ade10d,Laptop Model C,Offline,0,17.49,18.75,30.8,Asus,Intel Core i7,13,60,2,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.94,0
20335005-21ee-4519-a8b9-99656929bcac,Laptop Model B,Offline,1,19.0,15.99,85.23,Asus,Intel Core i7,15,50,2,Integrated Graphics,No,Yes,No,1.83,1
949bac5b-186c-415d-9d3e-e8830a278363,Laptop Model C,Offline,1,58.53,27.05,43.78,Asus,Intel Core i5,14,60,3,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.52,1
7bffb351-fbe6-4f58-ba74-594e0348240c,Laptop Model A,Offline,1,10.87,47.64,16.73,Asus,Intel Core i7,17,40,2,Integrated Graphics,Yes,No,No,1.47,1
9e5d0455-711a-41f0-aa52-00f0737f76cd,Laptop Model A,Offline,0,60.24,23.9,89.26,Lenovo,Intel Core i5,14,50,4,Integrated Graphics,No,No,Yes,1.56,0
e313c771-e10c-4dd3-9d9b-ed89b1a1569c,Laptop Model C,Active,1,56.32,55.48,23.26,Asus,AMD Ryzen 7,17,40,4,Integrated Graphics,No,Yes,No,1.47,1
cc5dbbb4-031b-4fd6-9f8f-a33eb46e514f,Laptop Model B,Active,1,56.74,85.37,28.32,Dell,AMD Ryzen 7,14,40,2,Integrated Graphics,No,Yes,No,1.05,1
fb8c483d-76b3-483d-82ea-bcdc978b1284,Laptop Model C,Offline,1,55.7,59.92,19.69,Dell,Intel Core i5,13,70,4,Integrated Graphics,No,Yes,Yes,1.66,1
164b8182-cc21-4f92-a586-5dc2881c9508,Laptop Model C,Active,0,67.24,46.54,92.94,Dell,Intel Core i7,17,60,2,NVIDIA GeForce GTX 1650,No,No,Yes,1.78,1
19c627cd-5970-4142-82e8-e224081a3256,Laptop Model C,Offline,1,87.7,24.47,69.65,HP,Intel Core i7,15,40,3,Integrated Graphics,Yes,No,No,2.14,1
a8c66862-0015-4213-b9f1-73ac8b463ac3,Laptop Model A,Active,0,92.42,37.43,18.57,Lenovo,Intel Core i5,13,50,3,Integrated Graphics,No,Yes,Yes,2.16,1
f0d66202-c3c7-4439-9aae-674079968e43,Laptop Model C,Active,1,18.3,10.46,34.23,HP,AMD Ryzen 7,13,50,3,NVIDIA GeForce GTX 1650,No,Yes,Yes,2.04,1
fd72e1da-2ad7-4c53-8d5f-7625d83da1de,Laptop Model C,Active,0,52.59,74.24,46.39,Lenovo,Intel Core i7,15,60,2,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.06,0
25927434-3533-42f9-9946-d84a91879ba8,Laptop Model B,Offline,1,55.72,13.11,21.73,Dell,Intel Core i7,15,40,4,NVIDIA GeForce GTX 1650,No,No,No,1.48,1
212ef997-d318-471e-8036-3b6f5b99b32e,Laptop Model B,Offline,1,52.07,78.41,59.32,Asus,AMD Ryzen 7,14,50,3,NVIDIA GeForce GTX 1650,No,Yes,Yes,1.28,1
0fc578e5-43a6-4ea4-ad39-865d63752646,Laptop Model C,Offline,0,23.5,89.51,53.72,Lenovo,Intel Core i7,15,50,2,NVIDIA GeForce GTX 1650,Yes,Yes,No,2.0,1
8ba76f84-6582-4993-99bf-aec56f2fbb66,Laptop Model A,Offline,0,61.63,63.69,47.41,HP,Intel Core i7,17,40,3,Integrated Graphics,Yes,Yes,No,1.2,0
25631482-acba-49a2-921a-045955c5a87c,Laptop Model B,Active,0,58.65,32.21,11.38,Dell,AMD Ryzen 7,15,40,2,NVIDIA GeForce GTX 1650,No,Yes,Yes,1.44,0
548bb5a6-e3b6-4961-bd2a-8978ef1a0275,Laptop Model A,Active,1,18.58,91.31,43.41,Dell,AMD Ryzen 7,14,60,4,Integrated Graphics,Yes,No,No,1.16,1
c7ee8cbf-4f54-44c4-86b4-11333457be6e,Laptop Model C,Offline,0,17.65,43.0,39.4,HP,Intel Core i5,15,60,4,NVIDIA GeForce GTX 1650,No,Yes,Yes,2.06,0
71252632-2fa1-4076-ba39-80451ad018b0,Laptop Model A,Active,0,47.87,28.11,28.23,Dell,Intel Core i7,14,60,4,NVIDIA GeForce GTX 1650,No,No,No,1.28,0
7b09ad89-6926-4d36-813b-8229bbaa9c48,Laptop Model B,Active,1,39.31,81.35,51.99,Asus,Intel Core i5,15,40,2,Integrated Graphics,Yes,Yes,Yes,1.75,1
b310209a-61ac-47ca-b380-d37f8e3c7ba3,Laptop Model A,Offline,0,44.72,29.36,35.85,Dell,Intel Core i7,14,70,3,Integrated Graphics,Yes,Yes,No,2.3,0
b325c8dc-9cd2-47d6-9970-d55ec6ee467e,Laptop Model B,Offline,1,15.03,20.56,46.94,Lenovo,Intel Core i7,14,70,4,Integrated Graphics,Yes,No,No,1.31,1
20ba8b43-51a2-4406-a4fe-d3945f265a9b,Laptop Model C,Offline,1,40.95,47.65,24.63,Lenovo,Intel Core i5,13,50,2,NVIDIA GeForce GTX 1650,No,Yes,No,1.36,1
061cea26-3e3e-43b8-bed6-d01f5227e5f0,Laptop Model C,Offline,0,83.04,85.78,80.76,Dell,Intel Core i7,15,50,2,Integrated Graphics,Yes,Yes,Yes,2.28,1
93d2fd18-c658-41b3-b6ef-74384a9ca907,Laptop Model A,Active,0,30.25,68.55,56.82,Asus,Intel Core i7,14,40,4,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.99,0
ceda90e6-11fa-409f-8913-1fea1fc1a1cf,Laptop Model C,Offline,1,83.75,20.16,40.56,Asus,Intel Core i7,17,50,4,NVIDIA GeForce GTX 1650,Yes,Yes,No,1.36,1
ac8a7364-3652-420e-a129-d96699a48c90,Laptop Model B,Active,1,32.37,67.03,32.44,HP,Intel Core i5,14,70,3,NVIDIA GeForce GTX 1650,Yes,Yes,No,2.17,1
5c30d812-0afa-4fcb-a8d9-8567053f0c7e,Laptop Model B,Offline,0,94.85,48.72,72.44,Dell,AMD Ryzen 7,14,40,4,NVIDIA GeForce GTX 1650,Yes,No,No,2.2,1
84b3ada2-a5e3-4b57-88c9-a9aec03de03f,Laptop Model B,Offline,1,20.23,83.23,19.24,HP,Intel Core i5,15,50,3,NVIDIA GeForce GTX 1650,No,Yes,No,1.8,1
4ac8b0a5-42b1-42bb-ad6d-27730684dc36,Laptop Model B,Offline,0,25.51,79.18,18.8,Lenovo,Intel Core i7,15,60,2,NVIDIA GeForce GTX 1650,No,No,Yes,1.01,0
186d1b46-37bd-4a93-8866-aa18ee9bab4c,Laptop Model A,Active,0,83.04,21.91,58.78,Dell,Intel Core i5,15,60,3,Integrated Graphics,Yes,Yes,Yes,1.54,1
1baaf6a5-92ad-4838-8ce5-9170a74d320a,Laptop Model B,Active,0,26.17,26.23,75.65,Lenovo,Intel Core i5,13,70,4,Integrated Graphics,No,No,Yes,1.21,0
1839d24a-4f9f-4d75-a362-de0545258de1,Laptop Model B,Offline,1,15.42,37.14,33.42,Asus,AMD Ryzen 7,17,40,3,NVIDIA GeForce GTX 1650,No,No,No,2.28,1
ce5473b5-a9f3-4769-b241-7d54147f18d2,Laptop Model B,Offline,0,55.0,93.37,40.28,Lenovo,AMD Ryzen 7,15,70,4,NVIDIA GeForce GTX 1650,Yes,No,Yes,1.2,1
8899caa3-81e9-4afa-9a06-b8585efe843f,Laptop Model C,Offline,0,88.44,53.25,24.5,Asus,Intel Core i7,14,50,3,NVIDIA GeForce GTX 1650,Yes,No,Yes,1.69,1
71609f74-bb64-4f72-b5a4-316365980083,Laptop Model B,Active,0,11.98,79.58,66.12,Dell,Intel Core i7,15,50,4,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.16,0
674f06be-7fe8-4852-a8de-bf8040e51d77,Laptop Model C,Offline,1,66.13,84.39,54.58,HP,AMD Ryzen 7,15,60,3,Integrated Graphics,No,No,Yes,1.54,1
be05b9a1-9067-4854-b6de-eb65797dc6d8,Laptop Model A,Offline,1,62.31,24.97,63.06,Asus,AMD Ryzen 7,13,40,3,NVIDIA GeForce GTX 1650,Yes,No,Yes,2.03,1
a9738460-f643-4094-b36a-800e0853eb90,Laptop Model C,Active,1,41.79,35.37,36.69,Asus,Intel Core i7,17,60,3,Integrated Graphics,No,Yes,No,2.5,1
4fa70051-8875-427b-a73a-acea4c0f170e,Laptop Model B,Offline,0,89.11,39.8,33.62,Dell,Intel Core i5,17,60,2,NVIDIA GeForce GTX 1650,Yes,Yes,No,2.49,1
65f00a92-d6c1-408d-b2f6-0e3f6c4db7e1,Laptop Model A,Offline,0,53.87,44.06,76.44,Asus,Intel Core i5,17,40,4,Integrated Graphics,No,Yes,No,2.04,0
352309e5-7c36-43ba-8822-2b070c87fd26,Laptop Model C,Offline,1,17.45,61.06,48.78,Lenovo,AMD Ryzen 7,15,50,2,NVIDIA GeForce GTX 1650,No,No,Yes,2.49,1
b11af2a2-28e5-482e-8370-c8423d0df119,Laptop Model C,Active,0,49.04,13.44,65.99,Lenovo,AMD Ryzen 7,13,70,4,Integrated Graphics,Yes,No,Yes,1.26,0
cec13f20-06fd-4f20-a00d-7a28b9d68461,Laptop Model C,Offline,1,16.05,34.88,21.84,Lenovo,AMD Ryzen 7,13,40,4,Integrated Graphics,No,Yes,No,1.26,1
07eedd73-29ce-47c3-93ad-f679838b4125,Laptop Model A,Active,1,71.9,91.34,51.4,Dell,Intel Core i5,15,40,2,Integrated Graphics,Yes,No,Yes,1.35,1
12ad9122-c332-41eb-b358-f47ad4c63fbd,Laptop Model C,Active,1,72.51,21.25,80.53,Dell,Intel Core i7,14,50,4,Integrated Graphics,No,Yes,No,1.82,1
94278556-49f0-4c4b-bd39-2bb42b41f049,Laptop Model C,Active,0,37.91,11.83,58.22,Dell,AMD Ryzen 7,17,70,4,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.2,0
cce66df2-1a2a-488b-8b1a-7b74f634f30d,Laptop Model A,Offline,0,68.57,37.88,47.0,Lenovo,Intel Core i5,17,40,2,NVIDIA GeForce GTX 1650,No,No,No,1.19,0
6308466a-9732-454c-ac7d-df0f0ec0e241,Laptop Model B,Active,0,50.31,94.74,84.25,Lenovo,Intel Core i7,14,40,4,NVIDIA GeForce GTX 1650,Yes,No,Yes,1.26,1
a3f8e0ed-5f81-49c6-88e9-f3485ed89c91,Laptop Model C,Active,0,18.99,28.19,71.71,Lenovo,AMD Ryzen 7,17,50,3,NVIDIA GeForce GTX 1650,No,Yes,No,1.6,0
983d4302-21e6-442a-bb82-b9dcf28b2fc3,Laptop Model B,Offline,1,63.35,49.42,44.4,Asus,Intel Core i5,17,50,4,Integrated Graphics,Yes,Yes,No,2.38,1
5de0480a-d029-497c-9a5c-04dfcf6fde84,Laptop Model C,Offline,1,90.81,10.34,73.0,Lenovo,Intel Core i7,17,70,4,Integrated Graphics,Yes,No,Yes,2.36,1
55f895d7-15da-478e-9fb4-ad35ee210996,Laptop Model B,Offline,0,16.43,85.28,45.84,HP,AMD Ryzen 7,13,40,2,Integrated Graphics,Yes,Yes,Yes,1.4,1
b661ce57-baeb-4cd5-8efe-e0f8fb2fca12,Laptop Model A,Active,1,84.6,84.69,85.05,Asus,Intel Core i5,15,50,2,Integrated Graphics,Yes,No,Yes,1.25,1
c5ba6956-f8b4-436d-861a-cecf606e8cec,Laptop Model A,Active,0,29.59,27.24,38.15,Asus,Intel Core i5,14,60,3,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.83,0
c63a1651-fe3f-4787-ab43-8fef49f9b09d,Laptop Model A,Offline,1,68.24,34.32,58.86,Dell,Intel Core i5,17,70,4,Integrated Graphics,No,Yes,Yes,1.6,1
b6ba864b-0d33-4079-b14d-9ddb8e32d2c0,Laptop Model C,Active,1,17.8,45.98,49.55,Asus,Intel Core i5,15,50,4,Integrated Graphics,Yes,Yes,No,2.1,1
c92663aa-2e3d-4189-947d-a791ed41958c,Laptop Model C,Offline,0,82.96,12.07,58.37,HP,Intel Core i5,13,50,2,NVIDIA GeForce GTX 1650,No,Yes,Yes,2.36,1
46ce71f0-8af0-46fd-9137-e28a8039b72d,Laptop Model C,Offline,0,12.21,16.25,78.09,Lenovo,Intel Core i5,14,70,4,NVIDIA GeForce GTX 1650,No,No,No,1.57,0
84caa237-2d44-47e9-8f17-7f39e09fd272,Laptop Model A,Offline,1,57.43,78.31,48.72,HP,Intel Core i7,14,70,4,Integrated Graphics,Yes,No,Yes,2.06,1
ed303c8f-d0ec-4bd5-a302-1e93bdb570d6,Laptop Model C,Offline,1,25.79,10.71,82.32,Lenovo,AMD Ryzen 7,17,50,3,NVIDIA GeForce GTX 1650,Yes,Yes,No,1.57,1
d9191100-5ece-403d-a70c-2839cc4fb7b0,Laptop Model C,Offline,0,81.17,75.04,84.12,HP,Intel Core i7,15,70,3,NVIDIA GeForce GTX 1650,Yes,No,No,1.35,1
db58c37c-3d1a-4b35-aa8f-25e2f805c3b4,Laptop Model B,Active,0,37.89,71.27,89.47,HP,AMD Ryzen 7,14,40,3,Integrated Graphics,Yes,No,No,1.49,0
bd82d0eb-fb4d-4370-993f-f6393be4bdda,Laptop Model B,Offline,1,77.72,28.67,42.78,Lenovo,AMD Ryzen 7,15,40,2,NVIDIA GeForce GTX 1650,Yes,Yes,No,1.54,1
b7bcc98d-8cf3-4764-ace4-d397257589f7,Laptop Model B,Active,1,89.77,35.91,91.22,Lenovo,Intel Core i7,17,40,2,Integrated Graphics,Yes,No,No,1.09,1
da84c0e5-2523-4a04-8aca-26a1cb36986f,Laptop Model A,Active,1,59.9,67.67,17.03,Asus,AMD Ryzen 7,15,50,3,NVIDIA GeForce GTX 1650,No,Yes,No,1.34,1
b70025c4-86aa-4793-b140-82898e7d5cf7,Laptop Model C,Offline,1,84.6,18.56,69.89,HP,Intel Core i5,14,60,4,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.76,1
eb0b32da-5be4-41ea-b144-118a0aebdc25,Laptop Model C,Active,1,63.54,52.79,67.19,Dell,AMD Ryzen 7,15,60,3,Integrated Graphics,Yes,Yes,Yes,2.3,1
cc2a25b9-0acf-4d92-a6b1-e938e87c716c,Laptop Model A,Offline,1,80.28,33.64,11.34,Asus,AMD Ryzen 7,15,50,4,NVIDIA GeForce GTX 1650,No,Yes,Yes,2.3,1
2bd431c7-b1ff-4fc9-8182-718f2e8369b9,Laptop Model C,Active,1,56.9,36.99,49.59,HP,AMD Ryzen 7,14,50,3,NVIDIA GeForce GTX 1650,Yes,No,No,1.75,1
3cb94338-629e-4a32-80df-f238c1666023,Laptop Model B,Active,1,91.89,28.67,64.64,Lenovo,AMD Ryzen 7,13,40,2,NVIDIA GeForce GTX 1650,No,Yes,No,1.17,1
8a08da46-714f-4f58-a482-524ef51e1668,Laptop Model B,Offline,0,16.88,20.28,23.28,Lenovo,AMD Ryzen 7,15,40,3,NVIDIA GeForce GTX 1650,No,Yes,Yes,1.39,0
4d0ed28a-be43-4230-96fd-3518b8b4284c,Laptop Model C,Offline,0,10.28,41.92,18.09,Asus,Intel Core i7,17,70,4,Integrated Graphics,Yes,No,Yes,1.06,0
cd2f58da-1e49-4736-9d20-ce3bc435e5b0,Laptop Model A,Active,0,73.85,88.75,92.03,Lenovo,AMD Ryzen 7,13,60,3,NVIDIA GeForce GTX 1650,No,No,No,1.36,1
ca54d673-5271-4323-bd0f-9bdea48de4e9,Laptop Model C,Active,0,34.26,89.79,37.03,Lenovo,AMD Ryzen 7,14,70,4,Integrated Graphics,No,Yes,Yes,1.67,1
d3d0379d-8cf7-481c-87f4-0076e6dbecbd,Laptop Model B,Active,1,12.76,73.45,45.49,Lenovo,AMD Ryzen 7,15,50,2,Integrated Graphics,No,Yes,Yes,1.91,1
34ea53d8-f30f-4c2e-a981-98d09accfc5c,Laptop Model B,Offline,1,82.42,90.78,39.01,HP,Intel Core i5,14,40,2,NVIDIA GeForce GTX 1650,No,Yes,No,2.32,1
84bd20e1-bd86-4a10-a1e1-2ed6131fd7e9,Laptop Model A,Offline,1,12.55,60.83,25.1,Asus,AMD Ryzen 7,17,70,3,Integrated Graphics,No,No,Yes,1.84,1
e9a3bbd2-4250-444b-beaa-b1da01e491c4,Laptop Model A,Active,0,61.83,80.67,89.38,Asus,Intel Core i5,14,40,4,Integrated Graphics,Yes,Yes,Yes,2.19,1
4ab9436c-b9b6-42f1-94ea-446ba22cecfc,Laptop Model C,Active,1,78.69,63.87,32.37,Dell,AMD Ryzen 7,15,70,4,NVIDIA GeForce GTX 1650,No,No,No,1.3,1
4d0dcbd5-b07c-464a-8c71-27171f475887,Laptop Model B,Offline,1,66.79,33.19,89.53,Lenovo,AMD Ryzen 7,13,60,4,Integrated Graphics,No,Yes,Yes,1.38,1
